rname,0,1,2,3,4,5,6,7,8,9,10
Zn66-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6842092675317523e-05,0.0005949827166045014
Zn66-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4633185233924681e-08,0.00354485089424836
Zn66-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.057142904435673e-08,0.002389695571067339,0.0036870455206574307
Zn66-157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96184648662308e-09,0.0009129312932469146
Zn66-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7570382895071105e-09,0.020294357132328026,0.02245071017115493
Zn66-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.144353461203307e-05,0.0007899871200697644,0.0003932663581721272
Zn67-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.956886162267239e-05,0.0005845270473834518
Zn67-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7277655447137987e-11,0.00013663413167323789,0.00018240089231715147
Zn67-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310269781877035,0.002705854156173006
Zn67-162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1791089451566296e-05
Zn67-169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0566330798381156e-05
Zn67-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4169593957218339e-12,3.029856097077473e-05
Zn67-103,4.111855843065582e-05,1.0498944690780563e-05,3.899146768972344e-06,1.9360926449645524e-06,7.63934269834127e-07,2.6795925722724825e-05,1.5916013537296877e-07,0.00015039473887182468,0.0008068084528398546,0.0005491350389517021,0.00017915136721613495
Zn68-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017081445133845707,0.009571376560820804,0.008004159294409726
Zn68-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.174786879155986e-05,0.0006191278891135939
Zn68-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452433083650148e-09,0.003078019368544008
Zn68-157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335097712319766e-07,0.0010623365882516246
Zn68-173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.183353814168851e-06
Zn68-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2158159120064145e-10,0.0005404449520122508,0.0022450266249048802,0.0013810448576666399
Zn70-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4123516433670303e-05,0.00020679980136477483
Ga69-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9761725678991895e-08,0.010026413536431437,0.009408968391927801
Ga69-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.257231037963509e-13,0.0004947498202169092,0.00115206551915452
Ga69-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.157888451620636e-10,0.001842089284184559
Ga69-177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4273381631124714e-13,0.0007567223107975842
Ga69-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.893171923569859e-22,3.1322617731326574e-06,0.0005171179193655192,0.000425863055512662
Ga69-115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0135648785256304e-10,7.123959078869985e-05,0.00016751993249844883
Ga71-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1512731342336534e-08,0.0014451949149843501,0.005094828594221975,0.001173223864967965
Ga71-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3519127484369067e-08,0.002105422185268092
Ga71-176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08020315385952e-05,0.0013687106423133939
Ga71-179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.736600006570523e-11,0.00015991363476746038
Ge70-158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.040735029356544e-06,0.00011388373583637082
Ge70-159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43721627001459e-05,0.001322549875118403
Ge70-196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.611026376884794e-06
Ge72-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.40619551949177e-16,3.81276636510426e-05,0.00014825421985644043
As75-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5062967579557868,0.2690734511056477,0.10181066888017128
As75-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.104858701907083e-14,1.6939607436380616e-05,7.830305686291165e-05
Se76-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.154857852593537e-11,0.000589269465113267,0.0011166508675738813
Se76-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044264313398107045,0.0056549269506388
Se77-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030031758590093755,0.004174824492264848
Se78-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0599266856581628e-09,0.0029875331050570387
Br79-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4964178347664092e-12,0.004367116146429036,0.005752232693842422
Br81-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.915363651194101e-12,0.0014553810100650401
Y89-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4773003363575925,0.3376340112792961,0.08095065431998089
Zr90-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20785504417794004,0.20260966059940744,0.08360950380185467
Zr90-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0718977326107426e-11,0.0032958367833814143,0.00814100331918581
Zr90-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327734336232846,0.04596864914772191
Zr91-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007931701783906574,0.008549661188196344
Zr96-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024613897449075163,0.0221090251507804,0.006196965836831273,0.002874780891559854
Zr96-102,0.0005326538406133831,0.00013660666883866322,5.222706394770314e-05,2.8547696750822876e-05,2.4294247136666053e-05,0.03023415591443749,0.00019547323910651444,0.00011909768059600112,2.9904615371837665e-05,1.913526835841279e-05,8.730083396756544e-06
Nb93-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14829599646143e-09,0.011142829618943622,0.0161776380520336
Mo100-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3024032868077818e-16,1.755230222448316e-05,0.0001307712030464778
Mo100-107,3.850842841435267e-18,9.823161571327188e-19,3.6307708431945863e-19,1.7747379382748468e-19,3.0661217816663308e-18,1.3192166960689766e-17,6.463031470871879e-16,1.2950489340554679e-06,0.00019911927726350994,0.00013223332236700003,1.8646333562137798e-05
Ru102-102,0.3314018345438638,0.08457400812109421,0.03138654935177107,0.10979389704801064,0.14652300855352718,0.09263113511307258,0.014892048050840281,0.0025262503507696116,0.0001905772909816573,5.064648710854138e-05,2.439982006035118e-05
Ru104-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004735941894374292,0.14370103890349042,0.04851323281870402,0.0234150836494167
Rh103-103,3.9553540954495205e-21,3.95535409544952e-21,3.95535409544952e-21,3.95535409544952e-21,3.95535409544952e-21,3.9553540954495205e-21,1.8514298468463503e-12,0.001903603513354997,0.012408600918506811,0.012025948975378661,0.004966235156388332
Pd108-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1520775767660683e-10,0.0011563627672485323,0.0016348768917676911
In113-102,0.4231597169318643,0.13525576426974373,2.871771749677812,0.2029369097908503,1.0026501522077425,0.1823536960183173,0.009443623490445176,0.0014818749702605507,2.2835421554734416e-05,4.120592148379017e-06,2.131990460170936e-06
In115-102,158.11298035950736,57.37437915519308,1020.5760723149295,47.02815659883817,4.090288851375094,2.572346955659981,0.16008874241774287,0.023862679695451975,0.00047145283957919634,9.338623399473334e-05,4.3559980015043944e-05
I127-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004403108969305621,0.7907434787745264,0.1693036563960225,0.05628685096766513
Xe129-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003460192802031871,0.003325644040310825
Xe129-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.518415633001108e-11,0.0008355500620407159,0.0012468473481101422
Xe129-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006346824450211588,0.008989759948714388
Xe131-103,0.0,0.0,0.0,0.0,0.0,0.0,4.96262594610347e-19,1.974190609993935e-05,0.0009146158928589645,0.0016184353938880499,0.0007725528519069128
Xe132-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.841311176572032e-16,0.0002840228232816375,0.008219205724725126,0.009921563112110248
Xe132-104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.83553667761635e-13,0.00024557382974646323,0.0020707007717027806,0.0015748053596406142
Xe134-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010397475913952669,0.0010524564001811792
Xe134-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5938573067739365e-11,0.00021979039924195553,0.0003335195924264386
Xe134-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011051936229471619,0.002820767497118825
Xe136-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.148413384179911e-13,4.64099579346191e-06,0.0002913077746568501,0.00013289587827980712
Xe136-176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.954122294317657e-08,9.829668131155232e-05
Cs133-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1234825473718682e-07,0.004338812782804412
Cs133-106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1067007140405774e-21,2.0543119753840734e-08,0.0003797238259489779,0.0005677671448011139
La139-102,7.452889713247593,1.8969117433854816,0.7166368508137696,0.2826052600242584,3.824868231868407,0.1114803978355767,0.006871136530842654,0.0017867663445092397,0.00047428662659169756,8.025778180887232e-05,4.324741179545715e-05
Ce140-102,0.4207062901506926,0.10673230445004112,0.03810596885456089,0.016645154137455185,0.002921651300533432,9.711341522322805e-05,0.003577187309640312,0.0016724591854569632,0.0005581076000867829,0.00015166123563775024,8.031046180352429e-05
Ce140-103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.870137860317962e-05,0.004657053383370238,0.00900061273214064,0.004247287529130818
Ce142-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022444644618101122,0.10520883013752137,0.02404341279799992,0.012030960952096922
Ce142-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.160382213340036e-07,0.0004990373329501702,0.0007495017681994118
Ce142-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.432462584471745e-09,0.0014294659050489004,0.003393766023241659
Ce142-102,0.09234167499548501,0.023571833002214347,0.008747926631069089,0.004328770502577778,0.0015338683939297329,0.0009565484389293427,0.000744478627217514,0.0001983334223807576,6.74741638277968e-05,4.175102718958897e-05,2.15028097583818e-05
Ce142-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49955856796637e-16,2.6308088863091506e-05,0.00019909951339337395,8.25775479504236e-05
Pr141-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016079161232932864,0.8910991909387005,0.31145319943291355,0.113257196845168
Pr141-103,2.6828998414245596e-21,2.6828998414245604e-21,2.6828998414245596e-21,2.6828998414245592e-21,2.6828998414245596e-21,2.6828998414245596e-21,1.395398290793769e-15,0.00014763196971116736,0.00610885656247035,0.008240389785852694,0.00355413066902757
Nd142-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0515545961320891e-08,0.001596212267675891,0.0038480504495598403
Nd142-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.886282319927621e-09,0.005169222533905549,0.013757155449753934
Nd142-105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.393027459541792e-17,2.5380135998497055e-05,0.0008520935179779581,0.0005547782536052514
Nd143-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001902030759696972,0.001779444735394864
Nd143-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6749050411455136e-09,0.0004753918280442327,0.0007344865220757928
Nd143-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040301214528243957,0.0048519904229850285
Nd144-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011313919042408139,0.0012185231201453954
Nd144-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9500495935393774e-06,0.004635571490770665
Nd144-157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10242574213415e-06,0.001898937736310347
Nd144-107,2.4227408047451377e-06,6.167458966609689e-07,2.2508464009952343e-07,1.058418107657649e-07,3.249338707888872e-08,4.978836872315717e-07,6.672638858523326e-08,2.0356221731873103e-05,0.0014889278245118814,0.0007623254220002394,9.66259702663558e-05
Nd145-22,4.994161332268e-22,4.994161332267999e-22,4.994161332268e-22,4.994161332268e-22,4.994161332268001e-22,4.994161332267999e-22,4.994161332267999e-22,5.431868319278233e-07,0.00025126518099839615,0.000869592563728528,0.00021023339283103516
Nd145-162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8371862125054994e-13,0.00037898522353855846
Nd145-169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2092384545544552e-11,0.00022020550023252317
Nd145-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.887192538057295e-07,0.0002887658591972163
Nd146-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.698288082087128e-15,1.4634864414543522e-06,0.0008927552849748293,0.0008304735539562133
Nd146-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0514426827762677e-15,3.639249450000879e-05,0.0002232013410083758
Nd146-163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0240465380390345e-05
Nd146-170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4076094230828176e-05
Nd146-173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2852078832564457e-14,0.00012844243759782081
Nd146-107,5.0669575736876925e-08,1.2842060448855258e-08,4.5582493765747904e-09,1.9620255428199196e-09,3.608913211615471e-10,1.9113170618252814e-08,2.3529740507460115e-09,2.3075550030620173e-06,0.0003589422639623621,0.0002217446259010898,2.7389906476677684e-05
Nd148-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.466003944600202e-15,1.258216654419728e-07,0.00021270452167845442,0.0001841854532905006
Nd150-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197342941986693e-18,3.867422430859583e-06,0.00021429553342616143
Sm144-186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.689381241974743e-22,3.1435758281499816e-11,6.877095209880083e-07
Sm144-112,1.8548193540799998e-22,1.8548193540799995e-22,1.8548193540799998e-22,1.8548193540799995e-22,1.8548193540800002e-22,1.8548193540799998e-22,1.8548193540799995e-22,7.754674698412286e-14,9.972638953194895e-09,1.128198240929669e-06,1.091788939912705e-06
Sm147-181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0424538080765092e-09,2.3512330624626284e-05
Sm147-189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5221623038881974e-18,2.0345126459059708e-08,1.2550133454835604e-06
Sm148-196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7519215659609108e-16,1.6848931891611445e-06
Eu151-195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.200701852841403e-21,9.487252972265221e-14,2.7088239651739113e-06
Tm169-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0672690415430383,1.029635128012921,0.19265644291312978,0.08595293108214319
Tm169-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13322380763004926,0.592995937463387,0.16735942315988384
Yb170-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.413031092675045e-17,4.8018254798416666e-05,0.00042566415489579055
Yb170-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010947917507677572,0.0012688999057613897
Yb171-154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.068152693054775e-18,0.00011055091312683966,0.0007935610951958664
Yb171-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0031476442476413e-05,0.00315427659465698
Yb171-157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.488943777337734e-06,0.0013271266374760237
Yb171-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005067893088086681,0.0049576143579452055
Yb172-156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.618597529114563e-06,0.0038897771010497247
Yb172-162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0476105225815436e-13,0.0010520861150404694
Yb172-169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5216387654201763e-11,0.0005283483212452489
Yb172-172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2738985283201077e-06,0.0006357825894686229
Lu175-165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2353769645638e-05,0.00572742203869408
Lu175-166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.551959607663798e-09,0.0022024213267356177
W186-102,8.951275327148851,2.3338275023187425,1.0024373592148423,0.9702071704945802,16.090395597481667,0.870604731617304,0.011249753001730017,0.001669266403534636,0.00018654109404253442,1.9944867583880525e-05,2.0387551782319563e-06
Re187-103,0.0,0.0,0.0,0.0,0.0,0.0,3.2433232902239437e-09,9.820216938410763e-06,0.001807112482362774,0.00380186650628334,0.001984507293772089
Os190-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.519226309617594e-16,1.4277895919417097e-05,0.00020194238212698005
Os190-107,4.35196304141034e-06,1.0670513915717674e-06,3.148901433948542e-07,8.54868015394707e-08,2.2742570441875297e-06,5.133019315027804e-07,3.658456233013381e-11,8.803047977535002e-08,0.00028176779290134537,0.0006695704200515349,8.23856694109238e-05
Os192-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.176928285143922e-17,1.2520252965408594e-08,0.0006050688355075844,0.0010049583812804636
Os192-177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210642097424314e-11,0.00018579368257643365
Au197-102,81.36845945015129,22.55523272442458,18.573789677158402,594.7731108595463,15.587981329391397,7.883805328427637,0.11940749133312273,0.009629365971237916,0.000570446378435958,1.2357084978659965e-05,3.6386324585267554e-06
Bi209-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1569714003859105,0.665911621854665,0.12411699711973195
